81042;Dumetia;hyperythra;Tawny-bellied Babbler;albogularis;vir joshi;India;indroda nature education sanctaury  gandhinagar gujarat india;23.217;72.676;song;Tawn bellid  babbler.mp3;http://www.xeno-canto.org/sounds/uploaded/ZXGYSIOPJJ/Tawn bellid  babbler.mp3;http://www.xeno-canto.org/sounds/uploaded/ZXGYSIOPJJ/ffts/tb/Tawn bellid  babbler.png
96489;Dumetia;hyperythra;Tawny-bellied Babbler;phillipsi;David Marques;Sri Lanka;Sigiriya open bushland, Sri Lanka;7.987;80.793;calls;20120104_Sigiriya_Tawny-belliedBabbler.mp3;http://www.xeno-canto.org/sounds/uploaded/VLLMNTIBZB/20120104_Sigiriya_Tawny-belliedBabbler.mp3;http://www.xeno-canto.org/sounds/uploaded/VLLMNTIBZB/ffts/tb/20120104_Sigiriya_Tawny-belliedBabbler.png
