42791;Eumyias;sordidus;Dull-blue Flycatcher;;Brian Cox;Sri Lanka;Horton Plains;6.7998;80.7998;song;dull blue flycatcher.mp3;http://www.xeno-canto.org/sounds/uploaded/OKSKESEOLP/dull blue flycatcher.mp3;http://www.xeno-canto.org/sounds/uploaded/OKSKESEOLP/ffts/tb/dull blue flycatcher.png
68274;Eumyias;sordidus;Dull-blue Flycatcher;;Frank Lambert;Sri Lanka;near Hakgala, c. 12 km from Nuwara Eliya;6.9;80.8;song;Eumyias_sordidus_SriLanka-97-FRL_LK_41_3113-3125_1_S.mp3;http://www.xeno-canto.org/sounds/uploaded/YTUXOCTUEM/Eumyias_sordidus_SriLanka-97-FRL_LK_41_3113-3125_1_S.mp3;http://www.xeno-canto.org/sounds/uploaded/YTUXOCTUEM/ffts/tb/Eumyias_sordidus_SriLanka-97-FRL_LK_41_3113-3125_1_S.png
