20930;Poospiza;caesar;Chestnut-breasted Mountain Finch;;Paul Donahue;Peru;below Abra M'alaga, Dpto. Cuzco;;;call;Poospizia caesar-PeruEcuadorStudyTape03113.mp3;http://www.xeno-canto.org/sounds/uploaded/LLRXADGTBA/Poospizia caesar-PeruEcuadorStudyTape03113.mp3;http://www.xeno-canto.org/sounds/uploaded/LLRXADGTBA/ffts/tb/Poospizia caesar-PeruEcuadorStudyTape03113.png
47464;Poospiza;caesar;Chestnut-breasted Mountain Finch;;Niels Krabbe;Peru;5.5 km NNW Urubamba, Cuzco;-13.2501;-72.1167;song;Poospiza_caesar,_5.5_km_NNW_Urubamba,_Cuzco,_1315S_7207W,_3400_m,_23_Mar_1987,_NKrabbe,_3B84-92,-106,_song.mp3;http://www.xeno-canto.org/sounds/uploaded/XTVEPHMPPJ/Poospiza_caesar,_5.5_km_NNW_Urubamba,_Cuzco,_1315S_7207W,_3400_m,_23_Mar_1987,_NKrabbe,_3B84-92,-106,_song.mp3;http://www.xeno-canto.org/sounds/uploaded/XTVEPHMPPJ/ffts/tb/Poospiza_caesar,_5.5_km_NNW_Urubamba,_Cuzco,_1315S_7207W,_3400_m,_23_Mar_1987,_NKrabbe,_3B84-92,-106,_song.png
