18731;Bucanetes;githagineus;Trumpeter Finch;;Stuart Fisher;Spain;El Cortijo, Fuerteventura;28.3798;-13.902;contact calls;Trumpeter Finches.mp3;http://www.xeno-canto.org/sounds/uploaded/VXZDHTKCBO/Trumpeter Finches.mp3;http://www.xeno-canto.org/sounds/uploaded/VXZDHTKCBO/ffts/tb/Trumpeter Finches.png
30135;Bucanetes;githagineus;Trumpeter Finch;amantum;Stuart Fisher;Spain;Barranco de la Torre, Fuerteventura;28.372;-13.9023;calls in flight;Trumpeterflight.mp3;http://www.xeno-canto.org/sounds/uploaded/VXZDHTKCBO/Trumpeterflight.mp3;http://www.xeno-canto.org/sounds/uploaded/VXZDHTKCBO/ffts/tb/Trumpeterflight.png
