89744;Ploceus;philippinus;Baya Weaver;;vir joshi;India;saldi poan amreli gujarat india;21.583;71.319;song;baya we1.mp3;http://www.xeno-canto.org/sounds/uploaded/ZXGYSIOPJJ/baya we1.mp3;http://www.xeno-canto.org/sounds/uploaded/ZXGYSIOPJJ/ffts/tb/baya we1.png
100099;Ploceus;philippinus;Baya Weaver;;Sudipto Roy;India;Nalban, Eastern Calcutta N 22 33.539	E 88 25.875;;;;BayaNestingColonyNalbanMay2012.mp3;http://www.xeno-canto.org/sounds/uploaded/PEAKXFUNIM/BayaNestingColonyNalbanMay2012.mp3;http://www.xeno-canto.org/sounds/uploaded/PEAKXFUNIM/ffts/tb/BayaNestingColonyNalbanMay2012.png
