81137;Myophonus;melanurus;Shiny Whistling Thrush;;Desmond Allen;Indonesia;Mount Kerinci, West Sumatra, Sumatra;-1.7342;101.2512;song;DA94Aug22SumatraKerinci Shiny Whistlingthrush.mp3;http://www.xeno-canto.org/sounds/uploaded/TPRMYCYSEA/DA94Aug22SumatraKerinci Shiny Whistlingthrush.mp3;http://www.xeno-canto.org/sounds/uploaded/TPRMYCYSEA/ffts/tb/DA94Aug22SumatraKerinci Shiny Whistlingthrush.png
90890;Myophonus;melanurus;Shiny Whistling Thrush;;Fabian Ducry  and  David Marques;Indonesia;Mount Kerinci, West Sumatra, Sumatra;-1.7342;101.2512;calls;20090901_Kerinci_ShinyWhistlingthrush_call.mp3;http://www.xeno-canto.org/sounds/uploaded/VLLMNTIBZB/20090901_Kerinci_ShinyWhistlingthrush_call.mp3;http://www.xeno-canto.org/sounds/uploaded/VLLMNTIBZB/ffts/tb/20090901_Kerinci_ShinyWhistlingthrush_call.png
