62842;Turdus;chrysolaus;Brown-headed Thrush;;Kuan-Chieh Hung;Taiwan;Nanxing Project Area, Kaohsiung, Taiwan;22.5184;120.3409;Call;100417_16Brown-headed ThrushCall.mp3;http://www.xeno-canto.org/sounds/uploaded/SFPCKSRWSJ/100417_16Brown-headed ThrushCall.mp3;http://www.xeno-canto.org/sounds/uploaded/SFPCKSRWSJ/ffts/tb/100417_16Brown-headed ThrushCall.png
79378;Turdus;chrysolaus;Brown-headed Thrush;;Desmond Allen;Japan;Yatsugatake Mountains, Nagano Prefecture, Honshu;;;song;99165.mp3;http://www.xeno-canto.org/sounds/uploaded/TPRMYCYSEA/99165.mp3;http://www.xeno-canto.org/sounds/uploaded/TPRMYCYSEA/ffts/tb/99165.png
