41464;Ploceus;xanthopterus;Southern Brown-throated Weaver;;Derek Solomon;Zambia;South Luangwa National Park Home;-13.1834;31.7501;Call;Masked weavers.mp3;http://www.xeno-canto.org/sounds/uploaded/DNKBTPCMSQ/Masked weavers.mp3;http://www.xeno-canto.org/sounds/uploaded/DNKBTPCMSQ/ffts/tb/Masked weavers.png
58726;Ploceus;xanthopterus;Southern Brown-throated Weaver;castaneigula;Charles Hesse;Namibia;Mahango Game Park;-18.187;21.736;Call;494SBWEA0911210705NAMA2.mp3;http://www.xeno-canto.org/sounds/uploaded/FMQSRXIRTH/494SBWEA0911210705NAMA2.mp3;http://www.xeno-canto.org/sounds/uploaded/FMQSRXIRTH/ffts/tb/494SBWEA0911210705NAMA2.png
