39875;Tangara;fucosa;Green-naped Tanager;;Martin Reid;Panama;cloud forest above Pirre Camp, Cerro Pirre, Darien, Panama;7.848077;-77.700119;calls;Green-naped Tanager2.mp3;http://www.xeno-canto.org/sounds/uploaded/NGXQACZTOQ/Green-naped Tanager2.mp3;http://www.xeno-canto.org/sounds/uploaded/NGXQACZTOQ/ffts/tb/Green-naped Tanager2.png
60683;Tangara;fucosa;Green-naped Tanager;;Ken Allaire;Panama;cloud forest above Pirre Camp, Cerro Pirre, Darien, Panama;7.8481;-77.7001;call;greennapedtanpirre090625.mp3;http://www.xeno-canto.org/sounds/uploaded/AEWPPXBBYE/greennapedtanpirre090625.mp3;http://www.xeno-canto.org/sounds/uploaded/AEWPPXBBYE/ffts/tb/greennapedtanpirre090625.png
