44450;Sylvia;nana;Asian Desert Warbler;nana;Herman van Oosten;Oman;Muntasar oasis;19.4528;54.6209;call;Desert w XC Muntasar.mp3;http://www.xeno-canto.org/sounds/uploaded/SNUDCZVUQK/Desert w XC Muntasar.mp3;http://www.xeno-canto.org/sounds/uploaded/SNUDCZVUQK/ffts/tb/Desert w XC Muntasar.png
49767;Sylvia;nana;Asian Desert Warbler;;D.Farrow;Kazakhstan;Charyn;;;song;desertwarbler-kazakh150502farrow.mp3;http://www.xeno-canto.org/sounds/uploaded/RNVWOVLEUN/desertwarbler-kazakh150502farrow.mp3;http://www.xeno-canto.org/sounds/uploaded/RNVWOVLEUN/ffts/tb/desertwarbler-kazakh150502farrow.png
