18027;Geospiza;fuliginosa;Small Ground Finch;;Roger Ahlman;Ecuador;Playa Negra, Isabela, Galapagos;-0.2501;-91.3834;song;Small Ground-Finch.mp3;http://www.xeno-canto.org/sounds/uploaded/EGHCOFEENE/Small Ground-Finch.mp3;http://www.xeno-canto.org/sounds/uploaded/EGHCOFEENE/ffts/tb/Small Ground-Finch.png
22425;Geospiza;fuliginosa;Small Ground Finch;;Scott Olmstead;Ecuador;Asilo de la Paz, Floreana, Galapagos;-1.283233;-90.4319;song;Small_Ground-Finch_Floreana_7-28-08.mp3;http://www.xeno-canto.org/sounds/uploaded/DABODLPUPA/Small_Ground-Finch_Floreana_7-28-08.mp3;http://www.xeno-canto.org/sounds/uploaded/DABODLPUPA/ffts/tb/Small_Ground-Finch_Floreana_7-28-08.png
