27991;Icterus;maculialatus;Bar-winged Oriole;;Jesse Fagan;El Salvador;El Imposible National Park, western El Salvador;13.8353;-90.02;Song;Icterus_maculialatus (song_ filtered)_JF_El Imposible NP_El Salvador_May 06_b.mp3;http://www.xeno-canto.org/sounds/uploaded/MKUJNSTVEZ/Icterus_maculialatus (song_ filtered)_JF_El Imposible NP_El Salvador_May 06_b.mp3;http://www.xeno-canto.org/sounds/uploaded/MKUJNSTVEZ/ffts/tb/Icterus_maculialatus (song_ filtered)_JF_El Imposible NP_El Salvador_May 06_b.png
58800;Icterus;maculialatus;Bar-winged Oriole;;Jon King;Mexico;El Sumidero, Tuxtla Gutierrez, Chiapas;;;calls;Oriole_Bar_winged_calls_180710_0038.mp3;http://www.xeno-canto.org/sounds/uploaded/LNEEOOWCQR/Oriole_Bar_winged_calls_180710_0038.mp3;http://www.xeno-canto.org/sounds/uploaded/LNEEOOWCQR/ffts/tb/Oriole_Bar_winged_calls_180710_0038.png
