40163;Erythrura;psittacea;Red-throated Parrotfinch;;Patrik Åberg;France;Les Grandes Fongeres, Farino, New Caledonia;-21.650727;165.769444;call;Red-throated_Parrotfinch_locklate_Les_Grandes_Fongeres_Farino 2009-07-03.mp3;http://www.xeno-canto.org/sounds/uploaded/BPSDQEOJWG/Red-throated_Parrotfinch_locklate_Les_Grandes_Fongeres_Farino 2009-07-03.mp3;http://www.xeno-canto.org/sounds/uploaded/BPSDQEOJWG/ffts/tb/Red-throated_Parrotfinch_locklate_Les_Grandes_Fongeres_Farino 2009-07-03.png
40164;Erythrura;psittacea;Red-throated Parrotfinch;;Patrik Åberg;France;Les Grandes Fongeres, Farino, New Caledonia;-21.650727;165.769444;song;Red-throated_Parrotfinch_sang_Les_Grandes_Fongeres_Farino_2009-07-03.mp3;http://www.xeno-canto.org/sounds/uploaded/BPSDQEOJWG/Red-throated_Parrotfinch_sang_Les_Grandes_Fongeres_Farino_2009-07-03.mp3;http://www.xeno-canto.org/sounds/uploaded/BPSDQEOJWG/ffts/tb/Red-throated_Parrotfinch_sang_Les_Grandes_Fongeres_Farino_2009-07-03.png
