21548;Dendronanthus;indicus;Forest Wagtail;;Mathias Ritschard;China;Happy Island, Hebei;39.136452;118.830185;song;ForestWagtailSong.mp3;http://www.xeno-canto.org/sounds/uploaded/AZXHPBEVSA/ForestWagtailSong.mp3;http://www.xeno-canto.org/sounds/uploaded/AZXHPBEVSA/ffts/tb/ForestWagtailSong.png
61859;Dendronanthus;indicus;Forest Wagtail;;Jonathan Martinez TRAGOPAN;China;Hunan province Yueyang Dong Ting Lake;29.379;113.02;alarm call;ForestWagtailalarmcall100612-009ChinaHunanYueyangJM.mp3;http://www.xeno-canto.org/sounds/uploaded/JZARYPSBFA/ForestWagtailalarmcall100612-009ChinaHunanYueyangJM.mp3;http://www.xeno-canto.org/sounds/uploaded/JZARYPSBFA/ffts/tb/ForestWagtailalarmcall100612-009ChinaHunanYueyangJM.png
80340;Dendronanthus;indicus;Forest Wagtail;;Tom Beeke;China;Dalian, China;39.11;122.001;;Forest Wagtail (1).mp3;http://www.xeno-canto.org/sounds/uploaded/CTULRNLZWS/Forest Wagtail (1).mp3;http://www.xeno-canto.org/sounds/uploaded/CTULRNLZWS/ffts/tb/Forest Wagtail (1).png
