39279;Euplectes;hordeaceus;Black-winged Red Bishop;;Derek Solomon;Zambia;South Luangwa National Park Home;-13.1834;31.7501;Song;Black-winged bishop display song.mp3;http://www.xeno-canto.org/sounds/uploaded/DNKBTPCMSQ/Black-winged bishop display song.mp3;http://www.xeno-canto.org/sounds/uploaded/DNKBTPCMSQ/ffts/tb/Black-winged bishop display song.png
97764;Euplectes;hordeaceus;Black-winged Red Bishop;;Rory Nefdt;Zambia;Mansa Town, Capital of Luapula Province;-11.204;28.888;Song;840_Blackwinged_Bishop_Mansa_Zambia_23Mar12_0650.mp3;http://www.xeno-canto.org/sounds/uploaded/QUBGGKWQNN/840_Blackwinged_Bishop_Mansa_Zambia_23Mar12_0650.mp3;http://www.xeno-canto.org/sounds/uploaded/QUBGGKWQNN/ffts/tb/840_Blackwinged_Bishop_Mansa_Zambia_23Mar12_0650.png
