5827;Chlorophonia;callophrys;Golden-browed Chlorophonia;;Richard Garrigues;Costa Rica;Monte Verde Cloud Forest Reserve;10.305;-84.79;Call;golden-browed chlorophonia 2.mp3;http://www.xeno-canto.org/sounds/uploaded/JEMUWXXHFG/golden-browed chlorophonia 2.mp3;http://www.xeno-canto.org/sounds/uploaded/JEMUWXXHFG/ffts/tb/golden-browed chlorophonia 2.png
8895;Chlorophonia;callophrys;Golden-browed Chlorophonia;;Allen T. Chartier;Costa Rica;Tapanti Wildlife Refuge;9.7334;-83.7834;Calls;Chlorophonia_callophrys_CR-Tapanti_19920328_C-F_ATC.mp3;http://www.xeno-canto.org/sounds/uploaded/AZXTZTQJRO/Chlorophonia_callophrys_CR-Tapanti_19920328_C-F_ATC.mp3;http://www.xeno-canto.org/sounds/uploaded/AZXTZTQJRO/ffts/tb/Chlorophonia_callophrys_CR-Tapanti_19920328_C-F_ATC.png
