73291;Erythrocercus;holochlorus;Little Yellow Flycatcher;;James Bradley;Kenya;Diani, coastal province;-4.336;39.565;song;Little Yellow Flycatcher_1a_Diani_3Feb.mp3;http://www.xeno-canto.org/sounds/uploaded/ITRQTFVLNT/Little Yellow Flycatcher_1a_Diani_3Feb.mp3;http://www.xeno-canto.org/sounds/uploaded/ITRQTFVLNT/ffts/tb/Little Yellow Flycatcher_1a_Diani_3Feb.png
96362;Erythrocercus;holochlorus;Little Yellow Flycatcher;;David C. Moyer;Tanzania;Tanga Region: Handeni District. Magambazi Forest Reserve;-5.7214;37.9942;Song;LittleYellowFlycatcher3.mp3;http://www.xeno-canto.org/sounds/uploaded/HBSLCUKXGS/LittleYellowFlycatcher3.mp3;http://www.xeno-canto.org/sounds/uploaded/HBSLCUKXGS/ffts/tb/LittleYellowFlycatcher3.png
