90823;Passer;simplex;Desert Sparrow;;Lars Lachmann;Morocco;Erg Chebbi;31.179;-3.98;song;Desert Sparrow_20110321_060238.mp3;http://www.xeno-canto.org/sounds/uploaded/HEYJSRUDZZ/Desert Sparrow_20110321_060238.mp3;http://www.xeno-canto.org/sounds/uploaded/HEYJSRUDZZ/ffts/tb/Desert Sparrow_20110321_060238.png
97128;Passer;simplex;Desert Sparrow;P. s. saharae;Rob Martin;Morocco;KM60 from Aousserd, Aousserd Road, Western Sahara;22.799;-14.619;Call;RWM015_Desert_Sparrow_Aousserd_Road_120128.mp3;http://www.xeno-canto.org/sounds/uploaded/BCNLHCADGX/RWM015_Desert_Sparrow_Aousserd_Road_120128.mp3;http://www.xeno-canto.org/sounds/uploaded/BCNLHCADGX/ffts/tb/RWM015_Desert_Sparrow_Aousserd_Road_120128.png
