34205;Tarsiger;johnstoniae;Collared Bush Robin;;Frank Lambert;Taiwan;Dasyeushan Forest Reserve;24.26655;121.00029;song?;ROBINBushJohnstone_FL DasyeushanForRes 2000m24Apr09.mp3;http://www.xeno-canto.org/sounds/uploaded/YTUXOCTUEM/ROBINBushJohnstone_FL DasyeushanForRes 2000m24Apr09.mp3;http://www.xeno-canto.org/sounds/uploaded/YTUXOCTUEM/ffts/tb/ROBINBushJohnstone_FL DasyeushanForRes 2000m24Apr09.png
83832;Tarsiger;johnstoniae;Collared Bush Robin;;Tsai-Yu Wu;Taiwan;Mt. Shihmen Trail, Taroko National Park, Taiwan;24.148;121.284;;20110605_Collared_Bush-Robin.mp3;http://www.xeno-canto.org/sounds/uploaded/WMCVMVFULW/20110605_Collared_Bush-Robin.mp3;http://www.xeno-canto.org/sounds/uploaded/WMCVMVFULW/ffts/tb/20110605_Collared_Bush-Robin.png
