44449;Oenanthe;melanura;Blackstart;;Herman van Oosten;Oman;Ain Hamran;17.102;54.292;song/calls;Cercomela melanura AH.mp3;http://www.xeno-canto.org/sounds/uploaded/SNUDCZVUQK/Cercomela melanura AH.mp3;http://www.xeno-canto.org/sounds/uploaded/SNUDCZVUQK/ffts/tb/Cercomela melanura AH.png
82635;Oenanthe;melanura;Blackstart;;David Marques;Jordan;Wadi Feynan, Dana NP, Jordan;30.634;35.499;song;20110406_WadiFeynanJO_Blackstart.mp3;http://www.xeno-canto.org/sounds/uploaded/VLLMNTIBZB/20110406_WadiFeynanJO_Blackstart.mp3;http://www.xeno-canto.org/sounds/uploaded/VLLMNTIBZB/ffts/tb/20110406_WadiFeynanJO_Blackstart.png
