18595;Oryzoborus;maximiliani;Great-billed Seed Finch;;Tomas Sigrist;Brazil;Emas National Park, Goias state;-18.098866;-52.874451;song;Sporophila maximilliani.mp3;http://www.xeno-canto.org/sounds/uploaded/TYZXSONMRC/Sporophila maximilliani.mp3;http://www.xeno-canto.org/sounds/uploaded/TYZXSONMRC/ffts/tb/Sporophila maximilliani.png
39102;Oryzoborus;maximiliani;Great-billed Seed Finch;;Robson Silva e Silva  and  Bruno Lima;Brazil;Emas National Park, Goias state;-18.098866;-52.874451;song;Oryzoborus_maximiliani_EMAS_18_Sep_2009_RSS.mp3;http://www.xeno-canto.org/sounds/uploaded/WZSVLIHYQF/Oryzoborus_maximiliani_EMAS_18_Sep_2009_RSS.mp3;http://www.xeno-canto.org/sounds/uploaded/WZSVLIHYQF/ffts/tb/Oryzoborus_maximiliani_EMAS_18_Sep_2009_RSS.png
