38413;Basilornis;corythaix;Long-crested Myna;;Mike Catsis;Indonesia;forest near Masohi, Seram, Maluku;-3.308906;128.999405;calls;Long-crested Myna.mp3;http://www.xeno-canto.org/sounds/uploaded/ZLOFZBWWBW/Long-crested Myna.mp3;http://www.xeno-canto.org/sounds/uploaded/ZLOFZBWWBW/ffts/tb/Long-crested Myna.png
67698;Basilornis;corythaix;Long-crested Myna;;Frank Lambert;Indonesia;Seram;-3.1;129.5;call;Basilornis_corythaix_Seram-98-FRL_ID_12_834-882_1_C.mp3;http://www.xeno-canto.org/sounds/uploaded/YTUXOCTUEM/Basilornis_corythaix_Seram-98-FRL_ID_12_834-882_1_C.mp3;http://www.xeno-canto.org/sounds/uploaded/YTUXOCTUEM/ffts/tb/Basilornis_corythaix_Seram-98-FRL_ID_12_834-882_1_C.png
