5871;Conothraupis;mesoleuca;Cone-billed Tanager;;Andre C. De Luca;Brazil;Emas National Park, Goias state;-18.098866;-52.874451;song;Conothraupis mesoleuca Emas.mp3;http://www.xeno-canto.org/sounds/uploaded/LHOTSLFHMN/Conothraupis mesoleuca Emas.mp3;http://www.xeno-canto.org/sounds/uploaded/LHOTSLFHMN/ffts/tb/Conothraupis mesoleuca Emas.png
39073;Conothraupis;mesoleuca;Cone-billed Tanager;;Bruno Lima  and  Robson Silva e Silva;Brazil;Emas National Park, Goias state;-18.098866;-52.874451;song;Conothraupis_mesoleuca_EMAS_15_Sep_2009_Bruno_Lima.mp3;http://www.xeno-canto.org/sounds/uploaded/WZSVLIHYQF/Conothraupis_mesoleuca_EMAS_15_Sep_2009_Bruno_Lima.mp3;http://www.xeno-canto.org/sounds/uploaded/WZSVLIHYQF/ffts/tb/Conothraupis_mesoleuca_EMAS_15_Sep_2009_Bruno_Lima.png
