11795;Rhynchospiza;strigiceps;Stripe-capped Sparrow;;Frank Lambert;Argentina;San Jose de las Salinas, Cordoba;-30.0234;-64.6387;song;StripeCrnSpar-FL.mp3;http://www.xeno-canto.org/sounds/uploaded/YTUXOCTUEM/StripeCrnSpar-FL.mp3;http://www.xeno-canto.org/sounds/uploaded/YTUXOCTUEM/ffts/tb/StripeCrnSpar-FL.png
47729;Rhynchospiza;strigiceps;Stripe-capped Sparrow;;Bernabe Lopez-Lanus;Argentina;Paso de Las Tropas, Villa General Belgrano, Calamuchita, Cordoba;;;Song;Aimophila strigiceps_Stripe-capped Sparrow_Villa General Belgrano (Paso de Las Tropas)_Villa General Belgrano_Calamuchita_Cordoba_Argentina_30NOV2002 a_Bernabe Lopez-Lanus.mp3;http://www.xeno-canto.org/sounds/uploaded/BYLLSJRVDZ/Aimophila strigiceps_Stripe-capped Sparrow_Villa General Belgrano (Paso de Las Tropas)_Villa General Belgrano_Calamuchita_Cordoba_Argentina_30NOV2002 a_Bernabe Lopez-Lanus.mp3;http://www.xeno-canto.org/sounds/uploaded/BYLLSJRVDZ/ffts/tb/Aimophila strigiceps_Stripe-capped Sparrow_Villa General Belgrano (Paso de Las Tropas)_Villa General Belgrano_Calamuchita_Cordoba_Argentina_30NOV2002 a_Bernabe Lopez-Lanus.png
47730;Rhynchospiza;strigiceps;Stripe-capped Sparrow;;Bernabe Lopez-Lanus;Argentina;Cuna Boscosa (Laguna El Palmar), Vera, Santa Fe;;;Song;Aimophila strigiceps_Stripe-capped Sparrow_Cuna Boscosa (Laguna El Palmar)_Vera_Santa Fe_Argentina b_Bernabe Lopez-Lanus.mp3;http://www.xeno-canto.org/sounds/uploaded/BYLLSJRVDZ/Aimophila strigiceps_Stripe-capped Sparrow_Cuna Boscosa (Laguna El Palmar)_Vera_Santa Fe_Argentina b_Bernabe Lopez-Lanus.mp3;http://www.xeno-canto.org/sounds/uploaded/BYLLSJRVDZ/ffts/tb/Aimophila strigiceps_Stripe-capped Sparrow_Cuna Boscosa (Laguna El Palmar)_Vera_Santa Fe_Argentina b_Bernabe Lopez-Lanus.png
47731;Rhynchospiza;strigiceps;Stripe-capped Sparrow;;Bernabe Lopez-Lanus;Argentina;Villa General Belgrano, Cordoba;;;Call;Aimophila strigiceps_Stripe-capped Sparrow_Villa General Belgrano_Cordoba_Argentina_20SEP2009 c_Bernabe Lopez-Lanus.mp3;http://www.xeno-canto.org/sounds/uploaded/BYLLSJRVDZ/Aimophila strigiceps_Stripe-capped Sparrow_Villa General Belgrano_Cordoba_Argentina_20SEP2009 c_Bernabe Lopez-Lanus.mp3;http://www.xeno-canto.org/sounds/uploaded/BYLLSJRVDZ/ffts/tb/Aimophila strigiceps_Stripe-capped Sparrow_Villa General Belgrano_Cordoba_Argentina_20SEP2009 c_Bernabe Lopez-Lanus.png
49729;Rhynchospiza;strigiceps;Stripe-capped Sparrow;;Rosendo Fraga;Argentina;13, Lozano-1200 msnm-Jujuy;;;call;SPARROW Stripe-capped_13_Lozano-1200 msnm-Jujuy_AR_4DIC98_Rosendo Fraga.mp3;http://www.xeno-canto.org/sounds/uploaded/JQSYKZHEMB/SPARROW Stripe-capped_13_Lozano-1200 msnm-Jujuy_AR_4DIC98_Rosendo Fraga.mp3;http://www.xeno-canto.org/sounds/uploaded/JQSYKZHEMB/ffts/tb/SPARROW Stripe-capped_13_Lozano-1200 msnm-Jujuy_AR_4DIC98_Rosendo Fraga.png
52027;Rhynchospiza;strigiceps;Stripe-capped Sparrow;;Bernabe Lopez-Lanus;Argentina;Villa General Belgrano, Cordoba;;;song;SPARROW Stripe-capped_01_Villa General Belgrano_Cordoba_AR_30NOV02_Bernabe Lopez-Lanus.mp3;http://www.xeno-canto.org/sounds/uploaded/BYLLSJRVDZ/SPARROW Stripe-capped_01_Villa General Belgrano_Cordoba_AR_30NOV02_Bernabe Lopez-Lanus.mp3;http://www.xeno-canto.org/sounds/uploaded/BYLLSJRVDZ/ffts/tb/SPARROW Stripe-capped_01_Villa General Belgrano_Cordoba_AR_30NOV02_Bernabe Lopez-Lanus.png
52028;Rhynchospiza;strigiceps;Stripe-capped Sparrow;;Bernabe Lopez-Lanus;Argentina;Villa General Belgrano, Cordoba;;;song;SPARROW Stripe-capped_06_Villa General Belgrano_Cordoba_AR_30NOV02_Bernabe Lopez-Lanus.mp3;http://www.xeno-canto.org/sounds/uploaded/BYLLSJRVDZ/SPARROW Stripe-capped_06_Villa General Belgrano_Cordoba_AR_30NOV02_Bernabe Lopez-Lanus.mp3;http://www.xeno-canto.org/sounds/uploaded/BYLLSJRVDZ/ffts/tb/SPARROW Stripe-capped_06_Villa General Belgrano_Cordoba_AR_30NOV02_Bernabe Lopez-Lanus.png
52029;Rhynchospiza;strigiceps;Stripe-capped Sparrow;;Bernabe Lopez-Lanus;Argentina;Villa General Belgrano, Cordoba;;;song;SPARROW Stripe-capped_11_Villa General Belgrano_Cordoba_AR_29DIC02_Bernabe Lopez-Lanus.mp3;http://www.xeno-canto.org/sounds/uploaded/BYLLSJRVDZ/SPARROW Stripe-capped_11_Villa General Belgrano_Cordoba_AR_29DIC02_Bernabe Lopez-Lanus.mp3;http://www.xeno-canto.org/sounds/uploaded/BYLLSJRVDZ/ffts/tb/SPARROW Stripe-capped_11_Villa General Belgrano_Cordoba_AR_29DIC02_Bernabe Lopez-Lanus.png
52030;Rhynchospiza;strigiceps;Stripe-capped Sparrow;;Bernabe Lopez-Lanus;Argentina;Villa General Belgrano, Cordoba;;;song;SPARROW Stripe-capped_15_Villa General Belgrano_Cordoba_AR_29DIC02_Bernabe Lopez-Lanus.mp3;http://www.xeno-canto.org/sounds/uploaded/BYLLSJRVDZ/SPARROW Stripe-capped_15_Villa General Belgrano_Cordoba_AR_29DIC02_Bernabe Lopez-Lanus.mp3;http://www.xeno-canto.org/sounds/uploaded/BYLLSJRVDZ/ffts/tb/SPARROW Stripe-capped_15_Villa General Belgrano_Cordoba_AR_29DIC02_Bernabe Lopez-Lanus.png
52031;Rhynchospiza;strigiceps;Stripe-capped Sparrow;;Bernabe Lopez-Lanus;Argentina;Villa General Belgrano, Cordoba;;;song;SPARROW Stripe-capped_16_Villa General Belgrano_Cordoba_AR_30NOV02_Bernabe Lopez-Lanus.mp3;http://www.xeno-canto.org/sounds/uploaded/BYLLSJRVDZ/SPARROW Stripe-capped_16_Villa General Belgrano_Cordoba_AR_30NOV02_Bernabe Lopez-Lanus.mp3;http://www.xeno-canto.org/sounds/uploaded/BYLLSJRVDZ/ffts/tb/SPARROW Stripe-capped_16_Villa General Belgrano_Cordoba_AR_30NOV02_Bernabe Lopez-Lanus.png
