62868;Basileuterus;ignotus;Pirre Warbler;;Martin Reid;Panama;Cloud Forest above Pirre Camp, Cerro Pirre, Darien, Panama;7.719;-77.74;call;Pirre Warbler_Bush-Tanager.mp3;http://www.xeno-canto.org/sounds/uploaded/NGXQACZTOQ/Pirre Warbler_Bush-Tanager.mp3;http://www.xeno-canto.org/sounds/uploaded/NGXQACZTOQ/ffts/tb/Pirre Warbler_Bush-Tanager.png
60699;Basileuterus;ignotus;Pirre Warbler;;Ken Allaire;Panama;cloud forest above Pirre Camp, Cerro Pirre, Darien, Panama;7.8481;-77.7001;call;pirrewarbler100107.mp3;http://www.xeno-canto.org/sounds/uploaded/AEWPPXBBYE/pirrewarbler100107.mp3;http://www.xeno-canto.org/sounds/uploaded/AEWPPXBBYE/ffts/tb/pirrewarbler100107.png
