19096;Eumyias;albicaudatus;Nilgiri Flycatcher;;Stuart Fisher;India;Pothumedu, Munnar, Kerala;10.073826;77.091408;song of a male;Flycatcher, Nilgiri.mp3;http://www.xeno-canto.org/sounds/uploaded/VXZDHTKCBO/Flycatcher, Nilgiri.mp3;http://www.xeno-canto.org/sounds/uploaded/VXZDHTKCBO/ffts/tb/Flycatcher, Nilgiri.png
30800;Eumyias;albicaudatus;Nilgiri Flycatcher;;Stuart Fisher;India;Kanaan Devaan Hills, Kerala;10.0742;77.1598;song;NilgiriFlycatcher2.mp3;http://www.xeno-canto.org/sounds/uploaded/VXZDHTKCBO/NilgiriFlycatcher2.mp3;http://www.xeno-canto.org/sounds/uploaded/VXZDHTKCBO/ffts/tb/NilgiriFlycatcher2.png
