18927;Cochoa;purpurea;Purple Cochoa;;Mike Catsis;India;Eaglenest Wildlife Sanctuary, Arunachal Pradesh;27.1001;92.4001;song;Purple Cochoa.mp3;http://www.xeno-canto.org/sounds/uploaded/ZLOFZBWWBW/Purple Cochoa.mp3;http://www.xeno-canto.org/sounds/uploaded/ZLOFZBWWBW/ffts/tb/Purple Cochoa.png
19335;Cochoa;purpurea;Purple Cochoa;;Craig Robson;Vietnam;Lo Qui Ho;;;song;PurpleCochoaRobson.mp3;http://www.xeno-canto.org/sounds/uploaded/FKYXAHGMVM/PurpleCochoaRobson.mp3;http://www.xeno-canto.org/sounds/uploaded/FKYXAHGMVM/ffts/tb/PurpleCochoaRobson.png
