23900;Chloropsis;palawanensis;Yellow-throated Leafbird;;William Ruscher;Philippines;Puerto Princesa Subterranean NP,  Sabang, Palawan;10.1931;118.9084;song;Yellow-throated Leafbird.mp3;http://www.xeno-canto.org/sounds/uploaded/FPWGRPRXLM/Yellow-throated Leafbird.mp3;http://www.xeno-canto.org/sounds/uploaded/FPWGRPRXLM/ffts/tb/Yellow-throated Leafbird.png
67944;Chloropsis;palawanensis;Yellow-throated Leafbird;;Frank Lambert;Philippines;Palawan. near Sabang;9.97;118.67;song;Chloropsis_palawanensis_Palawan-22Apr10-FRL_PH_R09.0013_0-16_1_S.mp3;http://www.xeno-canto.org/sounds/uploaded/YTUXOCTUEM/Chloropsis_palawanensis_Palawan-22Apr10-FRL_PH_R09.0013_0-16_1_S.mp3;http://www.xeno-canto.org/sounds/uploaded/YTUXOCTUEM/ffts/tb/Chloropsis_palawanensis_Palawan-22Apr10-FRL_PH_R09.0013_0-16_1_S.png
