41314;Macronyx;fuelleborni;Fülleborn's Longclaw;;Derek Solomon;Zambia;Mwinilunga;-11.746874;24.439087;Call;Fulleborns Longclaw.mp3;http://www.xeno-canto.org/sounds/uploaded/DNKBTPCMSQ/Fulleborns Longclaw.mp3;http://www.xeno-canto.org/sounds/uploaded/DNKBTPCMSQ/ffts/tb/Fulleborns Longclaw.png
83588;Macronyx;fuelleborni;Fülleborn's Longclaw;;Jelmer Poelstra;Zambia;near Choma;-16.791;26.904;call;090316_FullebornsLongclaw.mp3;http://www.xeno-canto.org/sounds/uploaded/RKAYEOOLQW/090316_FullebornsLongclaw.mp3;http://www.xeno-canto.org/sounds/uploaded/RKAYEOOLQW/ffts/tb/090316_FullebornsLongclaw.png
