45645;Quelea;quelea;Red-billed Quelea;;Derek Solomon;Botswana;Mashatu Game Reserve;-22.1778;29.1617;Call;Red-billed Queleas MAS 2-09.mp3;http://www.xeno-canto.org/sounds/uploaded/DNKBTPCMSQ/Red-billed Queleas MAS 2-09.mp3;http://www.xeno-canto.org/sounds/uploaded/DNKBTPCMSQ/ffts/tb/Red-billed Queleas MAS 2-09.png
62001;Quelea;quelea;Red-billed Quelea;;Charles Hesse;South Africa;Kruger NP;-24.9909;31.5878;Calls;242RBQUE0912240950SAKR2.mp3;http://www.xeno-canto.org/sounds/uploaded/FMQSRXIRTH/242RBQUE0912240950SAKR2.mp3;http://www.xeno-canto.org/sounds/uploaded/FMQSRXIRTH/ffts/tb/242RBQUE0912240950SAKR2.png
