62507;Sheppardia;gunningi;East Coast Akalat;;Charles Davies;Kenya;Arabuko-Sokoke Forest;-3.669;39.817;song;East Coast Akalat1.mp3;http://www.xeno-canto.org/sounds/uploaded/LKTQGFXQRF/East Coast Akalat1.mp3;http://www.xeno-canto.org/sounds/uploaded/LKTQGFXQRF/ffts/tb/East Coast Akalat1.png
72936;Sheppardia;gunningi;East Coast Akalat;gunningi;Etienne Marais;Mozambique;Inhamitanga;-18.252;35.203;Song;East-Coast-Akalat-01-Etienne-Marais.mp3;http://www.xeno-canto.org/sounds/uploaded/BVAXDKMDET/East-Coast-Akalat-01-Etienne-Marais.mp3;http://www.xeno-canto.org/sounds/uploaded/BVAXDKMDET/ffts/tb/East-Coast-Akalat-01-Etienne-Marais.png
