34279;Yuhina;brunneiceps;Taiwan Yuhina;;Frank Lambert;Taiwan;Dasyeushan Forest Reserve;24.26655;121.00029;song/calls;YUHINATaiwan_FL 2000mDasyueshanNatFor29Apr09.mp3;http://www.xeno-canto.org/sounds/uploaded/YTUXOCTUEM/YUHINATaiwan_FL 2000mDasyueshanNatFor29Apr09.mp3;http://www.xeno-canto.org/sounds/uploaded/YTUXOCTUEM/ffts/tb/YUHINATaiwan_FL 2000mDasyueshanNatFor29Apr09.png
79425;Yuhina;brunneiceps;Taiwan Yuhina;;Desmond Allen;Taiwan;Sitou, Nantou County;;;call;98074.mp3;http://www.xeno-canto.org/sounds/uploaded/TPRMYCYSEA/98074.mp3;http://www.xeno-canto.org/sounds/uploaded/TPRMYCYSEA/ffts/tb/98074.png
