75082;Emberiza;capensis;Cape Bunting;;Alan Collett;South Africa;Speelmanskop;-31.9234641157752;25.5740261077881;song;Cape Bunting.mp3;http://www.xeno-canto.org/sounds/uploaded/DVHUWNPXNS/Cape Bunting.mp3;http://www.xeno-canto.org/sounds/uploaded/DVHUWNPXNS/ffts/tb/Cape Bunting.png
99961;Emberiza;capensis;Cape Bunting;;Bram Piot;Lesotho;Morija;-29.647;27.5239;Song;CapeBunting_Emberiza_capensis_Lesotho_Morija_20120324_edited1.mp3;http://www.xeno-canto.org/sounds/uploaded/RGSEIIJGHA/CapeBunting_Emberiza_capensis_Lesotho_Morija_20120324_edited1.mp3;http://www.xeno-canto.org/sounds/uploaded/RGSEIIJGHA/ffts/tb/CapeBunting_Emberiza_capensis_Lesotho_Morija_20120324_edited1.png
