41080;Dicaeum;retrocinctum;Scarlet-collared Flowerpecker;;Paul Noakes;Philippines;Sablayan Penal Colony, Mindoro;12.812052;120.924282;
41081;Dicaeum;retrocinctum;Scarlet-collared Flowerpecker;;Paul Noakes;Philippines;Sablayan Penal Colony, Mindoro;12.812052;120.924282;
