19737;Sitta;castanea;Indian Nuthatch;;David Farrow;India;Nagarhole National Park, Karnataka;12.050317;76.130705;calls
41752;Sitta;castanea;Indian Nuthatch;;John van der Woude;Thailand;Mae Ping;;;calls
44931;Sitta;castanea;Indian Nuthatch;;Sander Bot;India;Masinagudi, Tamil Nadu;11.5601;76.652;song
