95383;Dicaeum;everetti;Brown-backed Flowerpecker;Sordidum;Lau Jia Sheng;Malaysia;Johor, Panti Forest Reserve, Bunker Trail;1.8773;103.9184;
95384;Dicaeum;everetti;Brown-backed Flowerpecker;Sordidum;Lau Jia Sheng;Malaysia;Johor, Panti Forest Reserve, Bunker Trail;1.8773;103.9184;
