71667;Oryzoborus;nuttingi;Nicaraguan Seed Finch;;Andrew Spencer;Costa Rica;El Tigre fields, Limon;10.4106;-83.8926;song
71666;Oryzoborus;nuttingi;Nicaraguan Seed Finch;;Andrew Spencer;Costa Rica;El Tigre fields, Limon;10.4106;-83.8926;song
