44249;Monticola;angolensis;Miombo Rock Thrush;;Marcell Claassen;Rwanda;Ruhengeri;-1.501224;29.630442;song
44250;Monticola;angolensis;Miombo Rock Thrush;;Marcell Claassen;Rwanda;Ruhengeri;-1.501224;29.630442;song
