14760;Calochaetes;coccineus;Vermilion Tanager;;Todd Mark;Peru;Caserio Nuevo Mundo, S. Cord. del Condor, Cajamarca;-5.2501;-78.6334;calls
86472;Calochaetes;coccineus;Vermilion Tanager;;Andrew Spencer;Ecuador;Santa Cecilia track, above Paquisha, Zamora-Chinchipe;-3.9209;-78.6051;call
