31447;Geokichla;dohertyi;Chestnut-backed Thrush;;Allen T. Chartier;Indonesia;Flores, Ruteng;-8.6334;120.5601;Calls
31448;Geokichla;dohertyi;Chestnut-backed Thrush;;Allen T. Chartier;Indonesia;Flores, Ruteng;-8.6334;120.5601;Song
69745;Geokichla;dohertyi;Chestnut-backed Thrush;;Frank Lambert;Indonesia;Timor Barat, Gunung Mutis;-9.56;124.23;call
69746;Geokichla;dohertyi;Chestnut-backed Thrush;;Frank Lambert;Indonesia;Timor Barat, Gunung Mutis;-9.56;124.23;call, song
