33992;Bradornis;microrhynchus;African Grey Flycatcher;;Marc de Bont;Tanzania;Bugisi, Shinyanga region;-3.056868;32.964478;call
77338;Bradornis;microrhynchus;African Grey Flycatcher;;Jason Anderson;Tanzania;Lake Manyara Ranch;-3.588;36.01;Song
