10738;Thryophilus;nicefori;Niceforo's Wren;;Nick Athanas;Colombia;RNA Reinita Cielo Azul, San Vicente de Chucuri, Santander;6.8464;-73.3751;song
12487;Thryophilus;nicefori;Niceforo's Wren;;Oscar Laverde;Colombia;Soata, Cerca de la Quebrada Municipal, Santander;6.3334;-72.6667;calls
12488;Thryophilus;nicefori;Niceforo's Wren;;Oscar Laverde;Colombia;Soata, Cerca de la Quebrada Municipal, Santander;6.3334;-72.6667;song
12489;Thryophilus;nicefori;Niceforo's Wren;;Oscar Laverde;Colombia;Soata, Cerca de la Quebrada Municipal, Santander;6.3334;-72.6667;calls
12490;Thryophilus;nicefori;Niceforo's Wren;;Oscar Laverde;Colombia;Soata, Cerca de la Quebrada Municipal, Santander;6.3334;-72.6667;calls
12491;Thryophilus;nicefori;Niceforo's Wren;;Oscar Laverde;Colombia;Soata, Cerca de la Quebrada Municipal, Santander;6.3334;-72.6667;calls
12699;Thryophilus;nicefori;Niceforo's Wren;;Oscar Laverde;Colombia;Soata, Cerca de la Quebrada Municipal, Santander;6.3334;-72.6667;calls
12700;Thryophilus;nicefori;Niceforo's Wren;;Oscar Laverde;Colombia;Soata, Cerca de la Quebrada Municipal, Santander;6.3334;-72.6667;calls/song
12701;Thryophilus;nicefori;Niceforo's Wren;;Oscar Laverde;Colombia;Soata, Cerca de la Quebrada Municipal, Santander;6.3334;-72.6667;calls
12703;Thryophilus;nicefori;Niceforo's Wren;;Oscar Laverde;Colombia;Soata, Cerca de la Quebrada Municipal, Santander;6.3334;-72.6667;song
12704;Thryophilus;nicefori;Niceforo's Wren;;Oscar Laverde;Colombia;Soata, Cerca de la Quebrada Municipal, Santander;6.3334;-72.6667;song
14570;Thryophilus;nicefori;Niceforo's Wren;;Oswaldo Cortes;Colombia;soata cerca al rio Chicamocha;4.01;-72.01;song
14697;Thryophilus;nicefori;Niceforo's Wren;;Oswaldo Cortes;Colombia;Soata (Reserva de Aves para Amazilia castaneiventris y Macroagelaius);6.3001;-72.7167;songs
14698;Thryophilus;nicefori;Niceforo's Wren;;Oswaldo Cortes;Colombia;Soata (Reserva de Aves para Amazilia castaneiventris y Macroagelaius);6.3001;-72.7167;songs
14699;Thryophilus;nicefori;Niceforo's Wren;;Oswaldo Cortes;Colombia;Soata (Reserva de Aves para Amazilia castaneiventris y Macroagelaius);6.3001;-72.7167;songs
14700;Thryophilus;nicefori;Niceforo's Wren;;Oswaldo Cortes;Colombia;Soata (Reserva de Aves para Amazilia castaneiventris y Macroagelaius);6.3001;-72.7167;songs
14701;Thryophilus;nicefori;Niceforo's Wren;;Oswaldo Cortes;Colombia;Soata (Reserva de Aves para Amazilia castaneiventris y Macroagelaius);6.3001;-72.7167;songs
14702;Thryophilus;nicefori;Niceforo's Wren;;Oswaldo Cortes;Colombia;Soata (Reserva de Aves para Amazilia castaneiventris y Macroagelaius);6.3001;-72.7167;song
14703;Thryophilus;nicefori;Niceforo's Wren;;Oswaldo Cortes;Colombia;Soata (Reserva de Aves para Amazilia castaneiventris y Macroagelaius);6.3001;-72.7167;songs
15206;Thryophilus;nicefori;Niceforo's Wren;;Thomas Donegan;Colombia;Galan, Santander, Yariguies, 06º38N, 73º19W;6.6334;-73.3167;Song
15207;Thryophilus;nicefori;Niceforo's Wren;;Thomas Donegan;Colombia;Galan, Santander, Yariguies, 06º38N, 73º19W;6.6334;-73.3167;Song
17016;Thryophilus;nicefori;Niceforo's Wren;;Oswaldo Cortes, Alejandro Hernandez, Ximena Villagran;Colombia;Reserva de aves para Amazilia castaneiventris, Thryothorus nicefori y;;;Songs
18356;Thryophilus;nicefori;Niceforo's Wren;;Herman van Oosten;Colombia;Soata (Reserva de Aves para Amazilia castaneiventris y Macroagelaius);6.3001;-72.7167;song
18357;Thryophilus;nicefori;Niceforo's Wren;;Herman van Oosten;Colombia;Soata (Reserva de Aves para Amazilia castaneiventris y Macroagelaius);6.3001;-72.7167;song
22259;Thryophilus;nicefori;Niceforo's Wren;;Andrew Spencer;Colombia;Parque Natural Gallineral, San Gil, Santander;;;song
22260;Thryophilus;nicefori;Niceforo's Wren;;Andrew Spencer;Colombia;Parque Natural Gallineral, San Gil, Santander;;;call
23602;Thryophilus;nicefori;Niceforo's Wren;;Oswaldo Cortes;Colombia;Soata (Reserva de Aves para Amazilia castaneiventris y Macroagelaius);6.3001;-72.7167;songs
23603;Thryophilus;nicefori;Niceforo's Wren;;Oswaldo Cortes;Colombia;Soata (Reserva de Aves para Amazilia castaneiventris y Macroagelaius);6.3001;-72.7167;calls
23613;Thryophilus;nicefori;Niceforo's Wren;;Oswaldo Cortes;Colombia;Soata (Reserva de Aves para Amazilia castaneiventris y Macroagelaius);6.3001;-72.7167;songs
28636;Thryophilus;nicefori;Niceforo's Wren;;Oswaldo Cortes;Colombia;Soata (Reserva de Aves para Amazilia castaneiventris y Macroagelaius);6.3001;-72.7167;Song
30804;Thryophilus;nicefori;Niceforo's Wren;;Thomas Donegan;Colombia;Galan, Santander, Yariguies, 06º38N, 73º19W;6.6334;-73.3167;Song
30805;Thryophilus;nicefori;Niceforo's Wren;;Thomas Donegan;Colombia;Galan, Santander, Yariguies, 06º38N, 73º19W;6.6334;-73.3167;Song
36927;Thryophilus;nicefori;Niceforo's Wren;;Oswaldo Cortes;Colombia;San Gil, Santander;6.549676;-73.143196;Songs
36928;Thryophilus;nicefori;Niceforo's Wren;;Oswaldo Cortes;Colombia;San Gil, Santander;6.549676;-73.143196;Songs
