89744;Ploceus;philippinus;Baya Weaver;;vir joshi;India;saldi poan amreli gujarat india;21.583;71.319;song
100099;Ploceus;philippinus;Baya Weaver;;Sudipto Roy;India;Nalban, Eastern Calcutta N 22 33.539	E 88 25.875;;;
