44449;Oenanthe;melanura;Blackstart;;Herman van Oosten;Oman;Ain Hamran;17.102;54.292;song/calls
82635;Oenanthe;melanura;Blackstart;;David Marques;Jordan;Wadi Feynan, Dana NP, Jordan;30.634;35.499;song
