16027;Sicalis;raimondii;Raimondi's Yellow Finch;;Niels Krabbe;Peru;Arequipa: 6 km ESE Atico;-16.2501;-73.5501;calls of a flock in flight
47357;Sicalis;raimondii;Raimondi's Yellow Finch;;Andrew Spencer;Peru;Lomas de Lachay, Lima;-11.4106;-77.3889;calls
47499;Sicalis;raimondii;Raimondi's Yellow Finch;;Niels Krabbe;Peru;Arequipa: 6 km ESE Atico;-16.2501;-73.5501;calls from flock
